,Numéro d'autorisation,Nom,Adresse,Code Postal,Commune,X,Y
2336,853501,Familia,Rue Piessevaux 10 ,6762,Virton,733959.125,527874.5625
2337,552209,Multipharma,Rue Albert Ier 57 ,7100,La Louvière,637022.9375,629415
2338,637205,Pharmacie Renard,Avenue Reine Astrid 1 ,4900,Spa,755945.125,632375.9375
2339,653601,Peeters Pharma Wandre,Rue Du Pont De Wandre 58 ,4020,Liège,741194,651867.75
2340,210502,Lloydspharma Group Schweitzer,Place Dr. Schweitzer 38 ,1082,Berchem-sainte-agathe,644935.3125,672621.75
2341,211620,Pharmacie Moliere,Avenue Moliere 10 ,1190,Forest,647979.5625,667236.9375
2342,110601,Apotheek Generaal,Generaal Lemanstraat 10 ,2600,Antwerpen,652938.5625,709678.5625
2343,636401,Van Den Bossche Larissa,"Hofstraße, Oudler 64 ",4790,Burg-reuland,773643.25,600354.5625
2344,110260,De Wilde Zee,Huidevetterstraat 38-40 ,2000,Antwerpen,652518.25,711886.5625
2345,521505,Pharmacie De La Cascade,Rte De Philippeville 463 ,6010,Charleroi,656956.8125,618590.4375
2346,537901,Pharmacie Hennekinne,Rue De Petit Wasmes 181 ,7340,Colfontaine,611664.0625,621612.5
2347,531403,Universal Pharma Boussu,Rue Neuve 51 ,7300,Boussu,609151.6875,624609.1875
2348,310102,Apotheek Desmedt Mieke Nv,Aartrijksestraat  62 ,8211,Zedelgem,560512.625,701411.0625
2349,310202,Apotheek Cornille,Generaal Lemanlaan 78 ,8310,Brugge,570973.375,710807.25
2350,332801,Vandewalle-verrue Bvba,Steenvoordestraat 6 ,8978,Poperinge,526910.9375,673385.1875
2351,254803,Pharmacie Servais Jodoigne,Chaussée De Wavre 90 A,1370,Jodoigne,684457,657237
2352,637206,Multipharma,Place Verte 44 ,4900,Spa,756037,632247
2353,313108,Apotheek Tillegem Bvba,Torhoutsesteenweg 356 ,8200,Brugge,567800.1875,709418.5625
2354,342807,Apotheek Ann-sophie Leroy Bvba,Ieperstraat 95 ,8930,Menen,561603.0625,665987.625
2355,847501,Pharmacie Bastien,Rue De La Station 51-53 ,6920,Wellin,703973.8125,585686.9375
2356,720403,Het Apothekershuis Bv,Kloosterstraat 11 ,3960,Bree,735987.875,704099.9375
2357,311404,Apotheek Debruyne Bvba,De Klerckstraat 1 ,8300,Knokke-heist,574991,726198
2358,245602,Apo-m,Sterrebeeksesteenweg 99 ,3078,Kortenberg,661342.875,673787.8125
2359,340202,Apotheek De Meyer Walter,Statiestraat 16 ,8570,Anzegem,587713.5,669301.9375
2360,214215,Pharmacie Stockel Apotheek,Oppemlaan 6 ,1150,Sint-pieters-woluwe,656826.3125,670167.0625
2361,220602,Apotheek Christiaens Bel-air Bvba,Residentiepark Schone Lucht 2 ,1970,Wezembeek-oppem,657953.8125,670225.6875
2362,261001,Apotheek Matthijs Bvba,Leuvensebaan 53 ,3040,Huldenberg,667431.5625,660047.5
2363,921901,Pharmacie Brodéoux,Chaussée De Namur 390 ,5030,Gembloux,676632.9375,635643.125
2364,623101,Pharmacie P. Leroy,Quai Léopold Herten 14c ,4480,Engis,723265.3125,641673.6875
2365,540715,Pharmacie De La Coquinie,Chaussée D'aalbeke 301 ,7700,Mouscron,568912,661915.3125
2366,210812,Pharmacie D'anvers,Chaussée D'anvers 341 ,1000,Bruxelles,649315.8125,672992.75
2367,361513,Verkest-lesage Bvba,Beversesteenweg  446 ,8800,Roeselare,563901.625,684915.9375
2368,351325,Inveda Bvba,Nieuwpoortsesteenweg 629 ,8400,Oostende,546191.4375,712453.6875
2369,210729,Pharmacie De Brouckere Bvba,Passage Du Nord 10 12,1000,Bruxelles,648981.6875,671280.375
2370,110312,Joris Erika,Mechelseplein 20 ,2000,Antwerpen,652518.125,711427.625
2371,312305,Apotheek Joost Lemey Bvba,Legeweg 59 ,8020,Oostkamp,572431.625,706809.875
2372,213627,Pharmacie Du Prince D'orange,Chaussée De Waterloo 1499 ,1180,Uccle,650737,663598
2373,422101,Schockaert M.,Burgemeester Potiaulaan 3 ,9200,Dendermonde,631922.375,689982.0625
2374,123801,Apotheek Broothaerts,J. De Blockstraat 19 ,2830,Willebroek,648964.375,691832.125
2375,411809,Apotheek Onkerzele,Kampstraat 25 C ,9500,Geraardsbergen,617508.375,664047.75
2376,111015,Stenenbrug,Stenenbrug 150 ,2140,Antwerpen,655769.9375,711210.375
2377,214207,Pharmacie Panadem,Avenue Edmond Parmentier 18 A,1150,Woluwe-saint-pierre,654776.625,669019.5625
2378,953101,Pharmacie Bou Sleiman,Rue Saint-fargeau 43 ,5020,Namur,677430.4375,630726.3125
2379,210124,Pharmacie L'oranger,Rue De La Clinique 51 ,1070,Anderlecht,647441.5625,670074.8125
2380,716301,Apotheek Linssen Bvba,Stationsstraat 70 ,3545,Halen,702576.875,685440.5625
2381,234001,Vemaco,Verbindingsweg   39 ,1880,Kapelle-op-den-bos,649018.3125,688982.25
2382,722902,Farmapunt,Ringlaan 31 ,3900,Pelt,723579.1875,711413.25
2383,113004,Multipharma Cv,Hoevensebaan 107 ,2950,Kapellen (antw.),653877.6875,722564.4375
2384,111701,Multipharma Cvba,Baron Leroystraat 2 ,2100,Antwerpen,656816.5,712875.0625
2385,111020,Multipharma Cv,Gitschotellei 247 - 251 ,2140,Antwerpen,655553.25,710006.875
2386,110610,Multipharma Cv,Statiestraat 51 ,2600,Antwerpen,653958.4375,709765.4375
2387,121501,Peeters Pharma Hingene,Frans Van Haelenstraat 30 ,2880,Bornem,642823,699257.5
2388,115801,Meeussen,Turnhoutsebaan 351 ,2110,Wijnegem,660714.9375,713050
2389,635901,Vpharma Petit Rechain,Chaussée De La Seigneurie 94 ,4800,Verviers,754163,645741
2390,637601,Vpharma Theux Perron,Place Du Perron 24 ,4910,Theux,752405.25,637111.4375
2391,310544,Apotheek Debruyne-desrumaux,Dorpsplein 10 ,8380,Brugge,570130.3125,718758.0625
2392,210765,Angophar Nv,Schuitenkaai   2 ,1000,Brussel,648383.1875,671504.1875
2393,310539,Apotheek Portpharma,Kustlaan 161 ,8380,Brugge,568122.3125,724881.0625
2394,715101,Apotheek Mees Schulen,St-jorislaan 131 ,3540,Herk-de-stad,707978.125,683002.1875
2395,114001,Apotheek   Spysschaert,Dorpsplaats 20 ,2390,Malle,675503.0625,721382.125
2396,120905,Kestens,Provinciestraat 16 ,2570,Duffel,660146.1875,698195.125
2397,121601,Niali,Hombekerkouter 39 ,2811,Mechelen,655096,689574.4375
2398,443503,De Sutter Isabel,Pauwstraat 8 ,9080,Lochristi,613502.0625,698870.25
2399,130304,Apotheek Claes,Markt 8 ,2490,Balen,705892.4375,707109.875
2400,130818,Dammen Ange,Bel 161 ,2440,Geel,698894.75,706096.0625
2401,538003,Pharmacie Van Gelder ,Place De Wasmes 35 ,7340,Colfontaine,612675.75,623613.9375
2402,122629,De Vijfhoek,Vijfhoek 14 ,2800,Mechelen,657941.875,690280.1875
2403,131002,Apotheek Stegen,Astridplein 37 ,2280,Grobbendonk,675776.9375,709240.9375
2404,214002,Pharmacie Chatelle,Rue Georges Et Jacques Martin 50 6,1200,Woluwe-saint-lambert,653079.75,669828.0625
2405,361507,Apotheek Oostpark,Brugsesteenweg 241 ,8800,Roeselare,562338.625,683828.6875
2406,380201,Apo-pharman  Bvba,Dorp 31 ,8690,Alveringem,533679.9375,690452.9375
2407,715314,Apotheek Berden Bvba,Grote -markt 23 ,3800,Sint-truiden,707517.625,667446.9375
2408,232711,Farmafrance  Bvba,Beestenmarkt 19 ,1500,Halle,640659.8125,658412.3125
2409,210783,Apotheek Bailli -louise,Baljuwstraat 4 B,1000,Brussel,649605.1875,668497.9375
2410,310531,Apotheek Deschilder Bvba,Langestraat 36 ,8000,Brugge,570663.125,711658.4375
2411,232601,Apotheek Schoon ,Brusselstraat  5 ,1702,Dilbeek,643744.875,672963.0625
2412,255003,Multipharma,Square Marie Pouli 6 ,1310,La Hulpe,658361.5,657425.625
2413,113101,De Reiger,Mechelsesteenweg 59 ,2550,Kontich,655439.25,702527.375
2414,111310,Pasmans - Mertens,Rerum Novarumlei 2 ,2930,Brasschaat,659480.375,721619.4375
2415,714001,Apotheek Collin Nv,Brugstraat 7 ,3890,Gingelom,703651.0625,656957.625
2416,610701,Fontaine Viviane,Chaussée D'andenne 60 ,4500,Huy,705693.25,633244.6875
2417,130103,Lynn Leemans,Vrijheid 71 ,2370,Arendonk,700271.375,723775.6875
2418,132505,Multipharma Cv,Rozenberg 53 ,2400,Mol,702630.875,709058.625
2419,413406,Van Der Cruyssen,Poortendriesstraat 29 ,9340,Lede,623341.4375,684665.4375
2420,722003,Apotheek Vreys,Kerkstraat 42 ,3920,Lommel,715889.125,713719.75
2421,332105,Apotheek Het Perron,Ieperstraat 154 ,8970,Poperinge,535026.625,672871.3125
2422,242007,Goed,K. Albertstraat 49 ,3290,Diest,698087.375,686447.375
2423,110903,Pharmamax,Peter Benoitstraat 46 ,2850,Boom,650361,698525.125
2424,712505,Apotheek Donk,Berkenstraat 18 ,3540,Herk-de-stad,704000.9375,681240.6875
2425,263401,Apotil Nv,Lipseweg 1 ,3150,Haacht,669475.25,681405.75
2426,110906,Goed Apotheek,Grote Markt 2 ,2850,Boom,649687.625,697275.5625
2427,710902,Apotheek Houben-hermans Bvba,Borgwormsesteenweg   40 ,3800,Sint-truiden,709217.375,663935.625
2428,715318,Apotheek Mees Sint-truiden,Hasseltsesteenweg 81 ,3800,Sint-truiden,708790.4375,669099.3125
2429,410203,Goed,Vlaanderenstraat 3 A,9300,Aalst,626381.125,680917
2430,132510,Apotheek Wezel Pharma,Sint Jozefslaan 31 ,2400,Mol,708988,709771
2431,651920,Les Pharmacies Du Peuple-réseau Solidaris,Rue De Tavier 288 ,4100,Seraing,730584.3125,642436.3125
2432,256804,Pharmacie Servais Corbais,Grand' Route 61 A,1435,Mont-saint-guibert,669597,648160
2433,653202,Pharmacie Dewez,Rue Du College 48 ,4600,Visé,743611.75,659349.3125
2434,624605,Pharmacie Du Berleur,Rue Du Centre 2 ,4460,Grâce-hollogne,730130,647555.6875
2435,110608,Amicus,Diksmuidelaan 80 ,2600,Antwerpen,655097,709795
2436,451101,Apotheek De Splenter Etikhove,Etikhoveplein 14 ,9680,Maarkedal,597607.5625,667023.625
2437,524406,Pharmacie Homeoplant,Rue Des Bateliers 53 ,6030,Charleroi,651808.4375,622098.0625
2438,845401,Pharmacie De Recogne,Avenue De Bouillon 76a ,6800,Libramont-chevigny,721106.3125,567459.875
2439,431402,Ryckaert - Verschoote,Dorpsstraat 138 ,9980,Sint-laureins,591256.5,714927.875
2440,274512,Pharmacie Brasseur L.,Rue Du Chemin De Fer 25 ,1300,Wavre,666853.625,656293.8125
2441,934702,Pharmacie Denamur,Rue Longue 12 ,5670,Viroinval,662867.4375,584675.5625
2442,565703,Hamaide Florence,Avenue Winston Churchill 25 ,7140,Morlanwelz,640568.4375,627524.375
2443,734804,Pharmapoint,Thomasboslaan 98 ,3630,Maasmechelen,742241.125,686449.1875
2444,360701,Pharma Stubbe Bvba,Kortrijkstraat  21 ,8770,Ingelmunster,571904.3125,678473.0625
2445,743601,Apotheek Vlijtingen Bvba,Molenweg 72 ,3770,Riemst,735551.8125,669981.125
2446,242003,Apotheek Sofie Adams Nv,Hasseltsestraat 2 ,3290,Diest,698031.375,686047.25
2447,313004,Strybol Trui Apotheek Bvba,Maalse Steenweg 109 ,8310,Brugge,571632,711706
2448,721801,Apotheek Mathieu Peeters,Weertersteenweg 166 ,3640,Kinrooi,746093.0625,704920.5
2449,344106,Bonte ,Zeswegenstraat  84 ,8790,Waregem,583324.5,675737.5625
2450,330901,Apotheek Leroy Geluwe,Beselarestraat 28 ,8940,Wervik,558910.375,667584.9375
2451,111903,Marechal,Hovestraat 42 ,2650,Edegem,655512.0625,705102.125
2452,112101,Moonen J,Kloosterstraat 24 ,2520,Ranst,666543.25,705897.625
2453,112203,Box Eveline,Sint-jansstraat 28 B,2910,Essen,656618.9375,735369.1875
2454,112512,Apotheek Wim Spysschaert,Sint Bernardsesteenweg 808 ,2660,Antwerpen,649995.375,707599.5
2455,113703,Augustijns,Sint-benedictusstraat 36 ,2640,Mortsel,656453.25,706304.4375
2456,342212,Goed,Doorniksestraat 24 ,8500,Kortrijk,572366.5625,668956
2457,744202,Apotheek Schoenaers Bvba,Dorpsstraat 38 ,3830,Wellen,717850.125,670506.0625
2458,214213,Multipharma Cv,Orbanlaan 242 ,1150,Sint-pieters-woluwe,656717.75,669886.875
2459,410213,Audenaert,Korte Zoutstraat 11 ,9300,Aalst,626845.6875,680698.6875
2460,442204,Pharma Fidelmed,Waalkens 11 C,9030,Gent,601676.8125,697988.9375
2461,415501,L. De Bolle,Outerstraat 148 ,9406,Ninove,624016.6875,669830.875
2462,361102,Multipharma Cv,Marktstraat 46 ,8810,Lichtervelde,563570.9375,691385.9375
2463,211407,Pharmacie By Medi-market Group Evere,Avenue Cicéron 7 ,1140,Evere,653624.9375,672314.25
2464,262202,Scaffen Pharma Bvba,Kerkstraat  19 ,3290,Diest,700034.375,688194.4375
2465,342204,Apotheek Allegaert,Burg.leopold Gillonlaan 81 ,8500,Kortrijk,573268.5625,668100.5625
2466,111402,Apotheek Holsbeek-brecht  St-lenaarts,Gemeenteplaats 30 ,2960,Brecht,669066.4375,726828.375
2467,721802,Apotheek Peeters Ophoven,Venlosesteenweg 68 ,3640,Kinrooi,750344.3125,702634.375
2468,341604,Apotheek Sint-katharina Bvba,Sint-katharinastraat 130 ,8500,Kortrijk,570514,673994
2469,431002,Zorgapotheek Maldegem,Stationsstraat 111 ,9990,Maldegem,585803.4375,710824.5
2470,350301,Apotheek Pylyser Bvba,Aartrijkestraat  24 ,8480,Ichtegem,556192.9375,702822.0625
2471,213646,Pharmacie Engeland,Rue Engeland 366 A,1180,Uccle,648041.1875,663574.375
2472,252301,Familia,Rue Emile Henricot 50 ,1490,Court-saint-etienne,664012.75,648363.9375
2473,566301,Pharmacie Dumont,Rue De La Station 46 A,7134,Binche,637433.625,622989.375
2474,626399,Pharmacie Iovine-ledent,Rue Saint-nicolas 30 ,4000,Liège,733328.375,647631.875
2475,567102,Magotteaux Martine,Route De Macquenoise 29 ,6596,Momignies,641626.5,577567.8125
2476,530903,Pharmacie Fourmy,Avenue Louis Goblet 165 1,7331,Saint-ghislain,612288.5625,630408.6875
2477,636301,Rechter Apotheke,Rue Burg 12 ,4780,Saint-vith,775513.25,609357.75
2478,810102,Dynamic Pharma,Rue De L'abattoir 1 ,6700,Arlon,753272.5625,542580.125
2479,540802,Pharmacie Schouteten,Rue D'armentières 153f ,7782,Comines-warneton,545088,657635.75
2480,274509,Pharmacie Smits Sa,Place Cardinal Mercier 6 ,1300,Wavre,667051.8125,656336.4375
2481,925306,Familia,Chaussée De Charleroi 193 ,5030,Gembloux,671941.1875,638674.625
2482,212807,Pharmacie De Savoie,Rue De Savoie 32 ,1060,Saint-gilles,648462,668208.375
2483,214214,Pharmacie Orban,Avenue Orban 4 ,1150,Woluwe-saint-pierre,655855.5625,669023.6875
2484,952201,Gilbert - Van Ingel,Chaussee De Nivelles 74 ,5140,Sombreffe,666506.8125,635068.1875
2485,626341,Pharmacie By Medi-market Group-rocourt,Chaussée De Tongres 255 ,4000,Liège,733515.625,651675
2486,565803,Pharmacie Du Bultia,Route De Philippeville 72 ,6120,Ham-sur-heure-nalinnes,657498.875,614199.3125
2487,928202,Familia,Chaussée De Charleroi 801 ,5020,Namur,680152.875,625855.5625
2488,272501,Lloydspharma Gr Rosier-bois,Rue Rosier Bois 1 ,1331,Rixensart,662451.8125,657804.5625
2489,213252,Multipharma Cv,Helmetsesteenweg 187 ,1030,Schaarbeek,651160.375,673544.3125
2490,210303,Multipharma Cv,Gebroeders Goemaerelaan 52 ,1160,Oudergem,654780.3125,666611.25
2491,212824,Lloydspharma Avenue Louise,Avenue Louise 49/13 ,1050,Ixelles,649166.875,669266
2492,212204,Pharmacie Florair,Avenue Guillaume De Greef 41 ,1090,Jette,647572.125,674940.6875
2493,431803,Apo Coop Zelzate Grote Markt,Grote Markt 70 ,9060,Zelzate,610974,710171.9375
2494,430602,Apotheek Schelfhout,Marktplein 13 ,9940,Evergem,606514.1875,707756.125
2495,441601,Coessens,Nijverheidsstraat 94 ,9890,Gavere,601670.0625,679103.25
2496,110360,Regatta Pharma,Blancefloerlaan 309 ,2050,Antwerpen,649868,712214.75
2497,114801,Gedopt,Villerslei 66 ,2900,Schoten,659942.625,715819.0625
2498,273501,Pharmacie Du Bosquet,Rue Du Bosquet 62 ,1495,Villers-la-ville,663230.1875,638417.125
2499,210140,Multipharma Cv,Resedasstraat 108 ,1070,Anderlecht,645076.625,668044.75
2500,210834,Multipharma Cv,Emile Bockstaelplein 1 ,1020,Brussel,648448.5625,674092.6875
2501,361503,Multipharma Cv,De Coninckplein 1 ,8800,Roeselare,562740.6875,682757.125
2502,341203,Multipharma Cv,Bankstraat 4 ,8560,Wevelgem,567984.1875,671044.9375
2503,236001,Apotheek Vander Linden-moens Nv,Marktstraat     38 ,1745,Opwijk,637368.5625,684419.8125
2504,237101,Apotheek Broechoven Nv,Kerkstraat  14 ,1742,Ternat,635027.0625,673641.75
2505,455702,Apotheek Demeyere,Strijpstraat 35 ,9750,Kruisem,599727.1875,677096.125
2506,441302,Apotheek Verstraete Christine,Dendermondesteenweg 76 ,9070,Destelbergen,607480.25,693709.4375
2507,114807,Carpentier,Churchilllaan 264 ,2900,Schoten,658043.875,715547.6875
2508,246801,Apotheek Celis Nv,Dorpskring 10 ,3210,Lubbeek,683272.5625,674726.875
2509,123302,Goed,Peulisstraat 10 ,2580,Putte,665473.875,691960.125
2510,122637,Goed,Sint-katelijnestraat 142 ,2800,Mechelen,657497.4375,691490.9375
2511,122625,Goed,Bruul 121 ,2800,Mechelen,657961.9375,690383.75
2512,122606,Goed,Ijzerenleen 25 ,2800,Mechelen,657725.625,690741.5625
2513,213240,Magistra-pharma,Milcampslaan 3 ,1030,Schaarbeek,651720.6875,670771.8125
2514,231302,Apotheek Vandersteen,Steenweg Naar Alsemberg 952 ,1654,Beersel,643028.8125,659336.25
2515,238701,Apotheek Tollembeek,Plaats 1 ,1570,Galmaarden,624473.3125,659007.25
2516,333701,Apotheek Coene Nv,Ieperstraat 3 ,8980,Zonnebeke,552771.5625,674416.8125
2517,578115,Pharmaplus Du  Dome,Rue Des Clairisses 2 ,7500,Tournai,580853.75,644337.5625
2518,532102,I-phanet,Rue Du Commerce 185 ,7370,Dour,606168.9375,621491.75
2519,214211,Multipharma Cv,Nijvelsedreef 123 ,1150,Sint-pieters-woluwe,653079.0625,668460.5
2520,245401,Vancophar  Bvba,Tiensesteenweg 107 ,3360,Bierbeek,677669.875,672579.25
2521,442130,Callens Katrien,Forelstraat 58 ,9000,Gent,606033,693272.8125
2522,211411,Central Pharmacy,Boulevard Leopold 3 ,1110,Brussel Navo - Nato,654037,674328.25
2523,230901,Apotheek Galmart Bever,Kerkhove 9 ,1547,Bever,619593.625,656232.5625
2524,232301,Galmart-bormans Bvba,Marktplein 5 ,1570,Galmaarden,621950.5,660388.8125
2525,240102,Apotheek Bollen Bvba,Bogaardenlaan 3 ,3200,Aarschot,682972.375,686460.5625
2526,262902,Apotheek E.derveaux Nv,Brusselsesteenweg 77 ,3080,Tervuren,659804.4375,668211.3125
2527,262301,Apotheek Dassen Jos Nv,Basilieklaan 22 A,3270,Scherpenheuvel-zichem,692572.25,685700.3125
2528,715306,De Voorzorg Cvba,Luikerstraat 14 ,3800,Sint-truiden,707707.375,667499.1875
2529,234401,Apotheek Debremaeker J. Bvba,De Lannoystraat 1 ,1502,Halle,639725,655940.3125
2530,246302,Apopark  Nv,Tiensestraat 81 ,3000,Leuven,673773.1875,674083.5625
2531,246001,Apotheek A. Meyers  Cvba,Stationsstraat 14 ,3400,Landen,700257.0625,660635.0625
2532,551101,Pharmacie Estinnes,Rue Grande 117 ,7120,Estinnes,631265.3125,621969.5
2533,535326,Multipharma,Rue D'havré 52 ,7000,Mons,620598.5625,627054.0625
2534,210131,Multipharma Cv,Wayezstraat 111 ,1070,Anderlecht,645943.8125,669475.8125
2535,110904,Simons,Antwerpsestraat 9 ,2850,Boom,649787.1875,697372.375
2536,110261,Bankapotheek,Mechelsesteenweg 12/1 ,2000,Antwerpen,652683.375,711297.8125
2537,274308,Pharmacie Du Chenois,Rue Emile Dury 2 ,1410,Waterloo,650994.8125,655999.625
2538,115002,Thiers,Brugstraat 16 ,2960,Brecht,664493,720459.125
2539,115501,Bytebier Kaatje,Vremdesesteenweg 259 ,2531,Boechout,660825.6875,706971.875
2540,115917,Baute,Gallaitlaan 4 ,2610,Antwerpen,651533.1875,706254.875
2541,111601,Farma Waelput,Kloosterstraat 6 ,2070,Zwijndrecht,648251.1875,710289.0625
2542,111732,Holsbeek Deurne,Ruggeveldlaan 588/1 ,2100,Antwerpen,657736.375,712553.125
2543,113104,Antverpia Kontich,Stationsplein 17 ,2550,Kontich,657476.8125,702709.5
2544,637910,Vpharma Verviers Prés Javais,Rue De Limbourg 31a ,4800,Verviers,756636.6875,643886.625
2545,120202,Apotheek Heylen - Storms,Markt 88 ,2590,Berlaar,670211.875,700863.1875
2546,637915,Vpharma Verviers Crescend'eau,Rue De La Station 8 0,4800,Verviers,754866.8125,643292.25
2547,610303,Pharmacie Dubois-husson,Chaussée De Tongres 150 A,4540,Amay,716485.0625,638493.6875
2548,238818,E.v.n. Pharma Bvba,Rubensstraat   21 ,1800,Vilvoorde,652874.25,679228.125
2549,211239,Sirona,Rue Léon De Lantsheere 26 ,1040,Etterbeek,652123.375,670317.625
2550,239503,Apotheek Lamote Bvba,Watertorenlaan 1 ,1930,Zaventem,657202.75,675092.625
2551,270409,Nivelpharma,Chaussée De Mons 47 ,1400,Nivelles,645876.25,641757.5625
2552,116502,Apotheek Els De Smedt,Dorp Oost 33 ,2070,Zwijndrecht,647248.75,712133.375
2553,115914,Lloydspharma Apotheek Valaar,Valaardreef 69 ,2610,Antwerpen,650604,707364.8125
2554,652301,Vpharma Soumagne,Avenue De La Résistance 360 ,4630,Soumagne,747000.8125,647794.875
2555,637929,Vpharma Verviers Place Verte,Place Verte 37 ,4800,Verviers,755643.4375,643456.1875
2556,637926,Vpharma Verviers Hodimont,Rue De Hodimont 172 ,4800,Verviers,755106.125,643750.875
2557,123501,Apotheek Vermylen K. Bvba,Leo Kempenaersstraat 7 ,2223,Heist-op-den-berg,672743.375,690899.9375
2558,122613,Multipharma Cv,Nekkerspoelstraat 63 ,2800,Mechelen,658681.9375,691233.6875
2559,122612,Multipharma Cv,Dr. M Sabbestraat 136 ,2800,Mechelen,657372.4375,691977.625
2560,122105,Wouters,Antwerpsesteenweg 36 - 38 ,2500,Lier,663482.375,703023.5625
2561,110359,Dons,Monnikenhofstraat 179 ,2040,Antwerpen,647267.6875,726457.9375
2562,210858,Dansaert Bvba,Antoine Dansaertstraat 110 ,1000,Brussel,648253.875,671258.75
2563,210504,Apotheek By Medi-market Group - Ternat,Morettestraat 11 ,1740,Ternat,636235,674969
2564,240109,Goed,Leuvensesteenweg 124 ,3200,Aarschot,681895.375,685663.6875
2565,110614,Van Reeth - Deprost,Grotesteenweg 241 ,2600,Antwerpen,653960.375,708783.375
2566,713005,Apotheek Verbeeck,Heerbaan 232 ,3582,Beringen,711911.25,696299.1875
2567,242005,Apotheek Sodyss,Leuvensesteenweg 26 ,3290,Diest,697618.3125,685681.875
2568,131303,Aerts Caroline,Averbodesesteenweg 25 ,2230,Herselt,689694.1875,692658.5625
2569,637202,Vpharma Spa Avenue Reine Astrid,Avenue Reine Astrid 127 A,4900,Spa,755268.25,632224.3125
2570,416301,Veronique Janssens,Marktplein 28 ,9520,Sint-lievens-houtem,614059.375,679057.375
2571,210511,Develter,Marg Van Oostenrijkplein 3 ,1083,Ganshoren,645069.9375,673566.625
2572,112510,Apotheek Zwaantje,Sint-bernardsesteenweg 357 ,2660,Antwerpen,650271.25,708097.9375
2573,414810,Apotheek Geeroms,Denderhoutembaan 244 ,9400,Ninove,625537.5,671062.3125
2574,414201,Stuerebaut,Raymond Uyttersprotstraat 22 ,9310,Aalst,631086.125,682050.75
2575,418106,Van Holder - De Smet,Godveerdegemstraat 58 ,9620,Zottegem,611170.25,672949.5625
2576,416701,Minner,Eikestraat 3 A ,9550,Herzele,616255.8125,669891
2577,920301,Multipharma,Rue De Belle-mine 5 A,5300,Andenne,702134,631618.5
2578,626376,Newpharma,Rue Basse-wez 315 ,4020,Liège,736271.3125,647565
2579,212615,Pharmacie De La Duchesse De Brabant,Place De La Duchesse De Brabant 39 ,1080,Molenbeek-saint-jean,647295.1875,671037.8125
2580,521401,Pharmacie Wilson,Place Wilson 138 ,6200,Châtelet,660701.1875,622752.4375
2581,255401,Pharmacie De Lillois,Grand'route 199 ,1428,Braine-l'alleud,649696.25,647974.75
2582,240602,Kruispuntapotheek Panorama,Baalsebaan 220 ,3128,Tremelo,675823.8125,687240.4375
2583,232709,Apotheek Tanghe Bvba,Sint-rochusstraat 132 ,1500,Halle,641029,657646.75
2584,742502,Apotheek De Ritsert,Europalaan 138 ,3650,Dilsen-stokkem,744361,692903
2585,422506,Apotheek Markt 14,Markt 14 ,9230,Wetteren,616015.9375,688620.9375
2586,420702,Apotheek Goethals - Debrabandere,Dokter. Haekstraat 64 ,9200,Dendermonde,631682,693420.125
2587,420612,Apotheek 't Keur,Korte Dijkstraat 25 ,9200,Dendermonde,632626.8125,691685.6875
2588,462502,Multipharma Cv,Kasteelstraat 37 ,9140,Temse,639331.625,701600.4375
2589,460301,Multipharma Cv,Oude Zandstraat 37 ,9120,Beveren-waas,641913.4375,711286.0625
2590,454110,Multipharma Cv,Leuzesteenweg 25 ,9600,Ronse,594807.6875,659492.4375
2591,414804,Multipharma Cv,Vuurkruisersstraat 112 ,9400,Ninove,625379.9375,669419.75
2592,410215,Multipharma Cvba,Molendries 1 ,9300,Aalst,627179.625,681258.5
2593,637204,Vpharma Spa Place Monument,Place Du Monument 25 ,4900,Spa,756039.5,632342.125
2594,633605,Vpharma Heusy Avenue Du Chêne,Avenue Du Chêne 199 ,4802,Verviers,756119.5625,641258.5
2595,634603,Vpharma Dolhain,Rue Guillaume Maisier 53 ,4830,Limbourg,761134.4375,646511.375
2596,624002,Pharmacie Populaire La Sauvegarde,Grand' Rue 269 ,4870,Trooz,743525.3125,641186.6875
2597,843501,Multipharma,Rue Du Commerce 27 ,6890,Libin,713677.8125,574952.375
2598,926708,Multipharma,Chaussée De Marche 389 ,5100,Namur,687253.875,626697.4375
2599,920705,Multipharma,Avenue De La Libération 14 ,5060,Sambreville,668770.375,626336.25
2600,310907,Apotheek Desrumaux-debruyne,Stadhuisstraat 16 ,8301,Knokke-heist,571174.625,725925.5625
2601,235801,Apotheek Nossegem Bvba,Leuvensesteenweg 655 ,1930,Zaventem,659701.1875,674214.5625
2602,239801,Multipharma Cv,Brusselsesteenweg 128 ,1980,Zemst,656641.875,686044.5625
2603,310521,Apotheek Soete Bvba,Vlamingstraat 17 ,8000,Brugge,570020.1875,711715.4375
2604,230101,Alsempharma  Nv,Winderickxplein 6 ,1652,Beersel,647849.5,659013.125
2605,236204,Farmacenter Bvba,Waversesteenweg 22 ,3090,Overijse,661980.6875,662454.6875
2606,234504,Apotheek De Baere Bvba,Opperstraat   266 ,1770,Liedekerke,630859.3125,673024.75
2607,212057,Pharmacie Vleugels,Chaussée D'ixelles 119 ,1050,Ixelles,649710.875,669329.5625
2608,442209,Vandewalle,Sint Pietersaalststraat 13 ,9000,Gent,604089.5625,691408.8125
2609,442154,Apo Coop Lievegem,Grote Baan 180 ,9920,Lievegem,597848.25,699734.9375
